Species,Year,L1-Country,L2-Province/state,L3-City,L4-District,Location,Lat,Long,SourceType,Journal,Title,PMID,Note
Culex tritaeniorhynchus,2013,China,Heilongjiang,Mudanjiang,Suifenhe,NA,44.407788,131.198988,Raw_data,中国国境卫生检疫杂志,黑龙江绥芬河口岸重要媒介生物监测,NA,NA
Aedes cataphylla,2013,China,Heilongjiang,Mudanjiang,Suifenhe,NA,44.407788,131.198988,Raw_data,中国国境卫生检疫杂志,黑龙江绥芬河口岸重要媒介生物监测,NA,NA
Culex pipiens pallens,2013,China,Heilongjiang,Mudanjiang,Suifenhe,NA,44.407788,131.198988,Raw_data,中国国境卫生检疫杂志,黑龙江绥芬河口岸重要媒介生物监测,NA,NA
Aedes mercurator,2013,China,Heilongjiang,Mudanjiang,Suifenhe,NA,44.407788,131.198988,Raw_data,中国国境卫生检疫杂志,黑龙江绥芬河口岸重要媒介生物监测,NA,NA
Aedes sticticus,2013,China,Heilongjiang,Mudanjiang,Suifenhe,NA,44.407788,131.198988,Raw_data,中国国境卫生检疫杂志,黑龙江绥芬河口岸重要媒介生物监测,NA,NA
Aedes koreicus,2013,China,Heilongjiang,Mudanjiang,Suifenhe,NA,44.407788,131.198988,Raw_data,中国国境卫生检疫杂志,黑龙江绥芬河口岸重要媒介生物监测,NA,NA
Aedes dorsalis,2013,China,Heilongjiang,Mudanjiang,Suifenhe,NA,44.407788,131.198988,Raw_data,中国国境卫生检疫杂志,黑龙江绥芬河口岸重要媒介生物监测,NA,NA
Aedes cinereus,2019,China,Heilongjiang,Qiqihaer,Tiefeng,Zhalong,47.2162,124.204725,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Aedes cinereus,2019,China,Heilongjiang,Daqing,Duerbote,Yantongtun,47.00393,124.16564,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Aedes nipponicus,2019,China,Heilongjiang,Daqing,Duerbote,NA,46.862817,124.442572,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Aedes nipponicus,2019,China,Heilongjiang,Qiqihaer,Tiefeng,Zhalong,47.2162,124.204725,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Aedes nipponicus,2019,China,Heilongjiang,Qiqihaer,Tiefeng,Zhalongbaohuqu,47.202347,124.221415,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Aedes lineatopennis,2019,China,Heilongjiang,Daqing,Duerbote,Yantongtun,47.00393,124.16564,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Aedes lineatopennis,2019,China,Heilongjiang,Daqing,Lindian,NA,47.171717,124.863603,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Aedes lineatopennis,2019,China,Heilongjiang,Qiqihaer,Tiefeng,Zhalongbaohuqu,47.202347,124.221415,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Aedes cataphylla,2019,China,Heilongjiang,Daqing,Duerbote,Yantongtun,47.00393,124.16564,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Aedes cataphylla,2019,China,Heilongjiang,Daqing,Lindian,NA,47.171717,124.863603,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Aedes communis,2019,China,Heilongjiang,Daqing,Duerbote,Yantongtun,47.00393,124.16564,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Aedes communis,2019,China,Heilongjiang,Qiqihaer,Tiefeng,Zhalongbaohuqu,47.202347,124.221415,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Aedes diantaeus,2019,China,Heilongjiang,Daqing,Duerbote,NA,46.862817,124.442572,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Aedes diantaeus,2019,China,Heilongjiang,Daqing,Duerbote,Yantongtun,47.00393,124.16564,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Aedes diantaeus,2019,China,Heilongjiang,Qiqihaer,Tiefeng,Zhalong,47.2162,124.204725,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Aedes diantaeus,2019,China,Heilongjiang,Daqing,Lindian,NA,47.171717,124.863603,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Aedes diantaeus,2019,China,Heilongjiang,Qiqihaer,Tiefeng,Zhalongbaohuqu,47.202347,124.221415,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Aedes excrucians,2019,China,Heilongjiang,Daqing,Duerbote,Yantongtun,47.00393,124.16564,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Aedes flavescens,2019,China,Heilongjiang,Daqing,Duerbote,NA,46.862817,124.442572,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Aedes flavescens,2019,China,Heilongjiang,Qiqihaer,Tiefeng,Zhalong,47.2162,124.204725,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Aedes flavescens,2019,China,Heilongjiang,Daqing,Lindian,NA,47.171717,124.863603,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Aedes flavescens,2019,China,Heilongjiang,Qiqihaer,Tiefeng,Zhalongbaohuqu,47.202347,124.221415,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Aedes leucomelas,2019,China,Heilongjiang,Qiqihaer,Tiefeng,Zhalongbaohuqu,47.202347,124.221415,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Aedes punctor,2019,China,Heilongjiang,Daqing,Duerbote,NA,46.862817,124.442572,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Aedes punctor,2019,China,Heilongjiang,Daqing,Duerbote,Yantongtun,47.00393,124.16564,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Aedes punctor,2019,China,Heilongjiang,Qiqihaer,Tiefeng,Zhalong,47.2162,124.204725,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Aedes punctor,2019,China,Heilongjiang,Daqing,Lindian,NA,47.171717,124.863603,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Aedes chemulpoensis,2019,China,Heilongjiang,Daqing,Duerbote,NA,46.862817,124.442572,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Aedes chemulpoensis,2019,China,Heilongjiang,Daqing,Lindian,NA,47.171717,124.863603,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Aedes chemulpoensis,2019,China,Heilongjiang,Qiqihaer,Tiefeng,Zhalongbaohuqu,47.202347,124.221415,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Aedes galloisi,2019,China,Heilongjiang,Daqing,Duerbote,Yantongtun,47.00393,124.16564,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Aedes galloisi,2019,China,Heilongjiang,Qiqihaer,Tiefeng,Zhalongbaohuqu,47.202347,124.221415,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Aedes vexans,2019,China,Heilongjiang,Daqing,Duerbote,Yantongtun,47.00393,124.16564,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Aedes vexans,2019,China,Heilongjiang,Qiqihaer,Tiefeng,Zhalongbaohuqu,47.202347,124.221415,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Anopheles korecius,2019,China,Heilongjiang,Daqing,Duerbote,Yantongtun,47.00393,124.16564,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Anopheles lindesayi,2019,China,Heilongjiang,Daqing,Duerbote,Yantongtun,47.00393,124.16564,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Anopheles lindesayi,2019,China,Heilongjiang,Daqing,Lindian,NA,47.171717,124.863603,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Anopheles lindesayi,2019,China,Heilongjiang,Qiqihaer,Tiefeng,Zhalongbaohuqu,47.202347,124.221415,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Anopheles messeae,2019,China,Heilongjiang,Daqing,Duerbote,Yantongtun,47.00393,124.16564,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Anopheles messeae,2019,China,Heilongjiang,Daqing,Lindian,NA,47.171717,124.863603,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Anopheles sinensis,2019,China,Heilongjiang,Qiqihaer,Tiefeng,Zhalong,47.2162,124.204725,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Anopheles sinensis,2019,China,Heilongjiang,Qiqihaer,Tiefeng,Zhalongbaohuqu,47.202347,124.221415,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Anopheles sineroides,2019,China,Heilongjiang,Daqing,Lindian,NA,47.171717,124.863603,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Culex modestus,2019,China,Heilongjiang,Daqing,Duerbote,NA,46.862817,124.442572,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Culex modestus,2019,China,Heilongjiang,Qiqihaer,Tiefeng,Zhalong,47.2162,124.204725,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Culex modestus,2019,China,Heilongjiang,Qiqihaer,Tiefeng,Zhalongbaohuqu,47.202347,124.221415,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Culex jacksoni,2019,China,Heilongjiang,Daqing,Duerbote,NA,46.862817,124.442572,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Culex jacksoni,2019,China,Heilongjiang,Daqing,Duerbote,Yantongtun,47.00393,124.16564,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Culex jacksoni,2019,China,Heilongjiang,Qiqihaer,Tiefeng,Zhalong,47.2162,124.204725,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Culex jacksoni,2019,China,Heilongjiang,Qiqihaer,Tiefeng,Zhalongbaohuqu,47.202347,124.221415,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Culex mimeticus,2019,China,Heilongjiang,Daqing,Duerbote,NA,46.862817,124.442572,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Culex mimeticus,2019,China,Heilongjiang,Qiqihaer,Tiefeng,Zhalong,47.2162,124.204725,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Culex mimeticus,2019,China,Heilongjiang,Qiqihaer,Tiefeng,Zhalongbaohuqu,47.202347,124.221415,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Culex orientalis,2019,China,Heilongjiang,Daqing,Duerbote,NA,46.862817,124.442572,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Culex vagans,2019,China,Heilongjiang,Daqing,Duerbote,NA,46.862817,124.442572,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Culex vagans,2019,China,Heilongjiang,Qiqihaer,Tiefeng,Zhalongbaohuqu,47.202347,124.221415,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Culex bitaeniorhynchus,2019,China,Heilongjiang,Daqing,Duerbote,Yantongtun,47.00393,124.16564,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Culex bitaeniorhynchus,2019,China,Heilongjiang,Qiqihaer,Tiefeng,Zhalong,47.2162,124.204725,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Culex bitaeniorhynchus,2019,China,Heilongjiang,Daqing,Lindian,NA,47.171717,124.863603,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Culex tritaeniorhynchus,2019,China,Heilongjiang,Daqing,Duerbote,Yantongtun,47.00393,124.16564,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Culex tritaeniorhynchus,2019,China,Heilongjiang,Daqing,Lindian,NA,47.171717,124.863603,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Culex pipiens,2019,China,Heilongjiang,Daqing,Lindian,NA,47.171717,124.863603,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Culex pipiens,2019,China,Heilongjiang,Qiqihaer,Tiefeng,Zhalongbaohuqu,47.202347,124.221415,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Culiseta nipponica,2019,China,Heilongjiang,Qiqihaer,Tiefeng,Zhalongbaohuqu,47.202347,124.221415,Raw_data,生物灾害科学,扎龙国家级自然保护区蚊媒调查与多样性分析,NA,NA
Anopheles messeae,NA,China,Heilongjiang,Daxinganling,Mohe,NA,52.969939,122.543907,Raw_data,医学动物防制,黑龙江流域蚊类调查研究,NA,NA
Anopheles messeae,NA,China,Heilongjiang,Heihe,Xunke,NA,49.564252,128.47875,Raw_data,医学动物防制,黑龙江流域蚊类调查研究,NA,NA
Anopheles messeae,NA,China,Heilongjiang,Yichun,Jiayin,NA,48.889109,130.403564,Raw_data,医学动物防制,黑龙江流域蚊类调查研究,NA,NA
Anopheles sinensis,NA,China,Heilongjiang,Daxinganling,Mohe,NA,52.969939,122.543907,Raw_data,医学动物防制,黑龙江流域蚊类调查研究,NA,NA
Anopheles sinensis,NA,China,Heilongjiang,Heihe,NA,NA,50.241826,127.531357,Raw_data,医学动物防制,黑龙江流域蚊类调查研究,NA,NA
Anopheles sinensis,NA,China,Heilongjiang,Hegang,Luobei,NA,47.577495,130.828626,Raw_data,医学动物防制,黑龙江流域蚊类调查研究,NA,NA
Anopheles sinensis,NA,China,Heilongjiang,Jiamusi,Fuyuan,NA,48.364687,134.307884,Raw_data,医学动物防制,黑龙江流域蚊类调查研究,NA,NA
Anopheles yatsushiroensis,NA,China,Heilongjiang,Hegang,Luobei,NA,47.577495,130.828626,Raw_data,医学动物防制,黑龙江流域蚊类调查研究,NA,NA
Aedes cataphylla,NA,China,Heilongjiang,Daxinganling,Mohe,NA,52.969939,122.543907,Raw_data,医学动物防制,黑龙江流域蚊类调查研究,NA,NA
Aedes cataphylla,NA,China,Heilongjiang,Heihe,NA,NA,50.241826,127.531357,Raw_data,医学动物防制,黑龙江流域蚊类调查研究,NA,NA
Aedes cataphylla,NA,China,Heilongjiang,Hegang,Luobei,NA,47.577495,130.828626,Raw_data,医学动物防制,黑龙江流域蚊类调查研究,NA,NA
Aedes cataphylla,NA,China,Heilongjiang,Jiamusi,Fuyuan,NA,48.364687,134.307884,Raw_data,医学动物防制,黑龙江流域蚊类调查研究,NA,NA
Aedes cinereus,NA,China,Heilongjiang,Daxinganling,Mohe,NA,52.969939,122.543907,Raw_data,医学动物防制,黑龙江流域蚊类调查研究,NA,NA
Aedes cinereus,NA,China,Heilongjiang,Yichun,Jiayin,NA,48.889109,130.403564,Raw_data,医学动物防制,黑龙江流域蚊类调查研究,NA,NA
Aedes cinereus,NA,China,Heilongjiang,Hegang,Luobei,NA,47.577495,130.828626,Raw_data,医学动物防制,黑龙江流域蚊类调查研究,NA,NA
Aedes cinereus,NA,China,Heilongjiang,Jiamusi,Fuyuan,NA,48.364687,134.307884,Raw_data,医学动物防制,黑龙江流域蚊类调查研究,NA,NA
Aedes communis,NA,China,Heilongjiang,Daxinganling,Mohe,NA,52.969939,122.543907,Raw_data,医学动物防制,黑龙江流域蚊类调查研究,NA,NA
Aedes communis,NA,China,Heilongjiang,Heihe,NA,NA,50.241826,127.531357,Raw_data,医学动物防制,黑龙江流域蚊类调查研究,NA,NA
Aedes cyprius,NA,China,Heilongjiang,Daxinganling,Mohe,NA,52.969939,122.543907,Raw_data,医学动物防制,黑龙江流域蚊类调查研究,NA,NA
Aedes cyprius,NA,China,Heilongjiang,Heihe,NA,NA,50.241826,127.531357,Raw_data,医学动物防制,黑龙江流域蚊类调查研究,NA,NA
Aedes cyprius,NA,China,Heilongjiang,Heihe,Xunke,NA,49.564252,128.47875,Raw_data,医学动物防制,黑龙江流域蚊类调查研究,NA,NA
Aedes cyprius,NA,China,Heilongjiang,Yichun,Jiayin,NA,48.889109,130.403564,Raw_data,医学动物防制,黑龙江流域蚊类调查研究,NA,NA
Aedes cyprius,NA,China,Heilongjiang,Hegang,Luobei,NA,47.577495,130.828626,Raw_data,医学动物防制,黑龙江流域蚊类调查研究,NA,NA
Aedes cyprius,NA,China,Heilongjiang,Jiamusi,Fuyuan,NA,48.364687,134.307884,Raw_data,医学动物防制,黑龙江流域蚊类调查研究,NA,NA
Aedes diantaeus,NA,China,Heilongjiang,Heihe,NA,NA,50.241826,127.531357,Raw_data,医学动物防制,黑龙江流域蚊类调查研究,NA,NA
Aedes diantaeus,NA,China,Heilongjiang,Yichun,Jiayin,NA,48.889109,130.403564,Raw_data,医学动物防制,黑龙江流域蚊类调查研究,NA,NA
Aedes diantaeus,NA,China,Heilongjiang,Hegang,Luobei,NA,47.577495,130.828626,Raw_data,医学动物防制,黑龙江流域蚊类调查研究,NA,NA
Aedes dorsalis,NA,China,Heilongjiang,Daxinganling,Mohe,NA,52.969939,122.543907,Raw_data,医学动物防制,黑龙江流域蚊类调查研究,NA,NA
Aedes dorsalis,NA,China,Heilongjiang,Heihe,NA,NA,50.241826,127.531357,Raw_data,医学动物防制,黑龙江流域蚊类调查研究,NA,NA
Aedes dorsalis,NA,China,Heilongjiang,Hegang,Luobei,NA,47.577495,130.828626,Raw_data,医学动物防制,黑龙江流域蚊类调查研究,NA,NA
Aedes excrucians,NA,China,Heilongjiang,Daxinganling,Mohe,NA,52.969939,122.543907,Raw_data,医学动物防制,黑龙江流域蚊类调查研究,NA,NA
Aedes excrucians,NA,China,Heilongjiang,Heihe,NA,NA,50.241826,127.531357,Raw_data,医学动物防制,黑龙江流域蚊类调查研究,NA,NA
Aedes excrucians,NA,China,Heilongjiang,Yichun,Jiayin,NA,48.889109,130.403564,Raw_data,医学动物防制,黑龙江流域蚊类调查研究,NA,NA
Aedes excrucians,NA,China,Heilongjiang,Hegang,Luobei,NA,47.577495,130.828626,Raw_data,医学动物防制,黑龙江流域蚊类调查研究,NA,NA
Aedes excrucians,NA,China,Heilongjiang,Jiamusi,Fuyuan,NA,48.364687,134.307884,Raw_data,医学动物防制,黑龙江流域蚊类调查研究,NA,NA
Aedes implicates,NA,China,Heilongjiang,Daxinganling,Mohe,NA,52.969939,122.543907,Raw_data,医学动物防制,黑龙江流域蚊类调查研究,NA,NA
Aedes intrudens,NA,China,Heilongjiang,Daxinganling,Mohe,NA,52.969939,122.543907,Raw_data,医学动物防制,黑龙江流域蚊类调查研究,NA,NA
Aedes intrudens,NA,China,Heilongjiang,Jiamusi,Fuyuan,NA,48.364687,134.307884,Raw_data,医学动物防制,黑龙江流域蚊类调查研究,NA,NA
Aedes leucomelas,NA,China,Heilongjiang,Daxinganling,Mohe,NA,52.969939,122.543907,Raw_data,医学动物防制,黑龙江流域蚊类调查研究,NA,NA
Aedes leucomelas,NA,China,Heilongjiang,Heihe,NA,NA,50.241826,127.531357,Raw_data,医学动物防制,黑龙江流域蚊类调查研究,NA,NA
Aedes leucomelas,NA,China,Heilongjiang,Yichun,Jiayin,NA,48.889109,130.403564,Raw_data,医学动物防制,黑龙江流域蚊类调查研究,NA,NA
Aedes leucomelas,NA,China,Heilongjiang,Hegang,Luobei,NA,47.577495,130.828626,Raw_data,医学动物防制,黑龙江流域蚊类调查研究,NA,NA
Aedes mercurator,NA,China,Heilongjiang,Daxinganling,Mohe,NA,52.969939,122.543907,Raw_data,医学动物防制,黑龙江流域蚊类调查研究,NA,NA
Aedes mercurator,NA,China,Heilongjiang,Heihe,Xunke,NA,49.564252,128.47875,Raw_data,医学动物防制,黑龙江流域蚊类调查研究,NA,NA
Aedes mercurator,NA,China,Heilongjiang,Yichun,Jiayin,NA,48.889109,130.403564,Raw_data,医学动物防制,黑龙江流域蚊类调查研究,NA,NA
Aedes mercurator,NA,China,Heilongjiang,Hegang,Luobei,NA,47.577495,130.828626,Raw_data,医学动物防制,黑龙江流域蚊类调查研究,NA,NA
Aedes pionips,NA,China,Heilongjiang,Daxinganling,Mohe,NA,52.969939,122.543907,Raw_data,医学动物防制,黑龙江流域蚊类调查研究,NA,NA
Aedes pullatus,NA,China,Heilongjiang,Heihe,NA,NA,50.241826,127.531357,Raw_data,医学动物防制,黑龙江流域蚊类调查研究,NA,NA
Aedes pullatus,NA,China,Heilongjiang,Yichun,Jiayin,NA,48.889109,130.403564,Raw_data,医学动物防制,黑龙江流域蚊类调查研究,NA,NA
Aedes pullatus,NA,China,Heilongjiang,Hegang,Luobei,NA,47.577495,130.828626,Raw_data,医学动物防制,黑龙江流域蚊类调查研究,NA,NA
Aedes sticticus,NA,China,Heilongjiang,Daxinganling,Mohe,NA,52.969939,122.543907,Raw_data,医学动物防制,黑龙江流域蚊类调查研究,NA,NA
